text,label
Annemle birlikte kek yaptık.,normal
Bugün parkta çok eğlendim.,normal
Vurunca duvara çarptım.,fiziksel
Arkadaşlarımla oyun oynadım.,normal
Bana 'aptal' dedi.,duygusal
Bugün bütün gün evde yalnızdım.,ihmal
Anneme bir şey söyledim ama bağırdı.,duygusal
Korkuyorum çünkü bağırıyorlar.,duygusal
Karnım aç ama evde kimse yok.,ihmal
Ağabeyim beni yere itti.,fiziksel
Beni kimse sevmiyor gibi hissediyorum.,duygusal
Biri bana dokundu ve çok korktum.,cinsel
Oyun oynamak bahanesiyle bana dokundu.,cinsel
Annemle birlikte kek yaptık.,normal
Beni rahatsız eden sorular sordu.,cinsel
Beni kimse sevmiyor gibi hissediyorum.,duygusal
Babam bana tokat attı.,fiziksel
Beni kimse sevmiyor gibi hissediyorum.,duygusal
Bana hiç sarılmıyorlar.,ihmal
Saçımı çekti ve bağırdı.,fiziksel
Vurunca duvara çarptım.,fiziksel
Dizim kanadı çünkü biri beni dövdü.,fiziksel
"Okulda resim yaptım, öğretmenim beğendi.",normal
Gizli bir şekilde odama geldi.,cinsel
Bir yetişkin beni sertçe itti.,fiziksel
Babamla sinemaya gittik.,normal
"Çok üzgünüm, bana kötü sözler söylüyorlar.",duygusal
Kendimi çok değersiz hissediyorum.,duygusal
"Çok üzgünüm, bana kötü sözler söylüyorlar.",duygusal
Gizli bir şekilde odama geldi.,cinsel
Kıyafetimi çıkarmamı istedi.,cinsel
Vurunca duvara çarptım.,fiziksel
Biri bana dokundu ve çok korktum.,cinsel
Birisi bana garip şeyler gösterdi.,cinsel
Bana hiç sarılmıyorlar.,ihmal
"Bütün gün televizyon izledim, kimse benimle konuşmadı.",ihmal
"Çok üzgünüm, bana kötü sözler söylüyorlar.",duygusal
Üşüyorum ama kimse ilgilenmiyor.,ihmal
Beni rahatsız eden sorular sordu.,cinsel
Bugün yine beni aşağıladılar.,duygusal
Bugün bütün gün evde yalnızdım.,ihmal
"Bütün gün televizyon izledim, kimse benimle konuşmadı.",ihmal
Karnım aç ama evde kimse yok.,ihmal
Sınıfta biri beni itip yere düşürdü.,fiziksel
"Çok üzgünüm, bana kötü sözler söylüyorlar.",duygusal
Beni sürekli eleştiriyor.,duygusal
"Okulda resim yaptım, öğretmenim beğendi.",normal
Çok hastaydım ama doktora gitmedik.,ihmal
"Kolum morardı, biri beni sıkıca tuttu.",fiziksel
"Okulda resim yaptım, öğretmenim beğendi.",normal
Öğretmenim bana vurdu.,fiziksel
Babamla sinemaya gittik.,normal
Kitap okudum ve çok sevdim.,normal
Kitap okudum ve çok sevdim.,normal
Sınıfta biri beni itip yere düşürdü.,fiziksel
Dün akşam yatmadan önce kimse iyi geceler demedi.,ihmal
Kardeşimle lego oynadım.,normal
Herkes bana kötü davranıyor.,duygusal
Kardeşimle lego oynadım.,normal
Anneme bir şey söyledim ama bağırdı.,duygusal
Karnım aç ama evde kimse yok.,ihmal
Herkes bana kötü davranıyor.,duygusal
Babam bana tokat attı.,fiziksel
Sınıfta biri beni itip yere düşürdü.,fiziksel
Bana hiç sarılmıyorlar.,ihmal
Odam çok kirli ama yardım eden yok.,ihmal
Gizlice fotoğraf çekmeye çalıştı.,cinsel
Beni kimse sevmiyor gibi hissediyorum.,duygusal
Oyun oynamak bahanesiyle bana dokundu.,cinsel
Kitap okudum ve çok sevdim.,normal
Korkuyorum çünkü bağırıyorlar.,duygusal
Beni kimse sevmiyor gibi hissediyorum.,duygusal
Dün akşam yatmadan önce kimse iyi geceler demedi.,ihmal
Gizlice fotoğraf çekmeye çalıştı.,cinsel
Üşüyorum ama kimse ilgilenmiyor.,ihmal
Vurunca duvara çarptım.,fiziksel
Pikniğe gittik ve top oynadık.,normal
Odam çok kirli ama yardım eden yok.,ihmal
Çok hastaydım ama doktora gitmedik.,ihmal
"Onunla konuşmamı istemiyorum, kötü hissediyorum.",cinsel
Bugün parkta çok eğlendim.,normal
Kardeşimle lego oynadım.,normal
Dün akşam yatmadan önce kimse iyi geceler demedi.,ihmal
Karnım çok acıyor çünkü biri bana vurdu.,fiziksel
Gizli bir şekilde odama geldi.,cinsel
Gizli bir şekilde odama geldi.,cinsel
Oyun oynamak bahanesiyle bana dokundu.,cinsel
Gizli bir şekilde odama geldi.,cinsel
"Bütün gün televizyon izledim, kimse benimle konuşmadı.",ihmal
Bugün yine beni aşağıladılar.,duygusal
"Onunla konuşmamı istemiyorum, kötü hissediyorum.",cinsel
Beni sürekli eleştiriyor.,duygusal
"Bütün gün televizyon izledim, kimse benimle konuşmadı.",ihmal
"Okulda resim yaptım, öğretmenim beğendi.",normal
Kitap okudum ve çok sevdim.,normal
Bana kötü yerlerinden bahsetti.,cinsel
Bana hiç sarılmıyorlar.,ihmal
Karnım çok acıyor çünkü biri bana vurdu.,fiziksel
Vurunca duvara çarptım.,fiziksel
Gizlice fotoğraf çekmeye çalıştı.,cinsel
Bana kötü yerlerinden bahsetti.,cinsel
Dizim kanadı çünkü biri beni dövdü.,fiziksel
Saçımı çekti ve bağırdı.,fiziksel
Kimse bana yemek yapmadı.,ihmal
Biri bana dokundu ve çok korktum.,cinsel
Kardeşimle lego oynadım.,normal
Karnım çok acıyor çünkü biri bana vurdu.,fiziksel
"Kolum morardı, biri beni sıkıca tuttu.",fiziksel
Bana hiç sarılmıyorlar.,ihmal
Herkes bana kötü davranıyor.,duygusal
Bugün yine beni aşağıladılar.,duygusal
"Yüzme kursuna gittim, eğlenceliydi.",normal
Bugün yine beni aşağıladılar.,duygusal
Anneme bir şey söyledim ama bağırdı.,duygusal
Babamla sinemaya gittik.,normal
"Onunla konuşmamı istemiyorum, kötü hissediyorum.",cinsel
Beni rahatsız eden sorular sordu.,cinsel
Hiçbir şeyi doğru yapamıyorum diyorlar.,duygusal
Kardeşimle lego oynadım.,normal
Karnım aç ama evde kimse yok.,ihmal
Kardeşimle lego oynadım.,normal
Bana kötü yerlerinden bahsetti.,cinsel
Bugün bütün gün evde yalnızdım.,ihmal
"Bütün gün televizyon izledim, kimse benimle konuşmadı.",ihmal
Zorla beni öpmeye çalıştı.,cinsel
Odam çok kirli ama yardım eden yok.,ihmal
Oyun oynamak bahanesiyle bana dokundu.,cinsel
Gizlice fotoğraf çekmeye çalıştı.,cinsel
Beni sürekli eleştiriyor.,duygusal
Ağabeyim beni yere itti.,fiziksel
Arkadaşlarımla oyun oynadım.,normal
Gizlice fotoğraf çekmeye çalıştı.,cinsel
Biri bana dokundu ve çok korktum.,cinsel
Bugün bütün gün evde yalnızdım.,ihmal
Dizim kanadı çünkü biri beni dövdü.,fiziksel
Gizlice fotoğraf çekmeye çalıştı.,cinsel
Ağabeyim beni yere itti.,fiziksel
Sınıfta biri beni itip yere düşürdü.,fiziksel
Anneme bir şey söyledim ama bağırdı.,duygusal
Yeni kalem kutumu çok sevdim.,normal
Kitap okudum ve çok sevdim.,normal
Bana hiç sarılmıyorlar.,ihmal
Gizlice fotoğraf çekmeye çalıştı.,cinsel
Karnım çok acıyor çünkü biri bana vurdu.,fiziksel
"Okulda resim yaptım, öğretmenim beğendi.",normal
"Okulda resim yaptım, öğretmenim beğendi.",normal
Sınıfta biri beni itip yere düşürdü.,fiziksel
Bugün bütün gün evde yalnızdım.,ihmal
"Yüzme kursuna gittim, eğlenceliydi.",normal
Beni sürekli eleştiriyor.,duygusal
"Okulda resim yaptım, öğretmenim beğendi.",normal
Odam çok kirli ama yardım eden yok.,ihmal
Kimse bana yemek yapmadı.,ihmal
Beni rahatsız eden sorular sordu.,cinsel
"Yüzme kursuna gittim, eğlenceliydi.",normal
Sınıfta biri beni itip yere düşürdü.,fiziksel
Yeni kalem kutumu çok sevdim.,normal
Karnım çok acıyor çünkü biri bana vurdu.,fiziksel
Kardeşimle lego oynadım.,normal
Beni okuldan almayı unuttular.,ihmal
Bana 'aptal' dedi.,duygusal
Beni okuldan almayı unuttular.,ihmal
Beni okuldan almayı unuttular.,ihmal
Karnım aç ama evde kimse yok.,ihmal
Zorla beni öpmeye çalıştı.,cinsel
Birisi bana garip şeyler gösterdi.,cinsel
Saçımı çekti ve bağırdı.,fiziksel
Zorla beni öpmeye çalıştı.,cinsel
Karnım çok acıyor çünkü biri bana vurdu.,fiziksel
Beni sürekli eleştiriyor.,duygusal
"Çok üzgünüm, bana kötü sözler söylüyorlar.",duygusal
Ağabeyim beni yere itti.,fiziksel
"Bütün gün televizyon izledim, kimse benimle konuşmadı.",ihmal
Bana kötü yerlerinden bahsetti.,cinsel
Zorla beni öpmeye çalıştı.,cinsel
Kardeşimle lego oynadım.,normal
Oyun oynamak bahanesiyle bana dokundu.,cinsel
Vurunca duvara çarptım.,fiziksel
Herkes bana kötü davranıyor.,duygusal
Beni okuldan almayı unuttular.,ihmal
Kardeşimle lego oynadım.,normal
Vurunca duvara çarptım.,fiziksel
Odam çok kirli ama yardım eden yok.,ihmal
Bir yetişkin beni sertçe itti.,fiziksel
Üşüyorum ama kimse ilgilenmiyor.,ihmal
Bugün yine beni aşağıladılar.,duygusal
Babam bana tokat attı.,fiziksel
Bugün parkta çok eğlendim.,normal
Anneme bir şey söyledim ama bağırdı.,duygusal
Bugün bütün gün evde yalnızdım.,ihmal
Bugün bütün gün evde yalnızdım.,ihmal
Yeni kalem kutumu çok sevdim.,normal
"Çok üzgünüm, bana kötü sözler söylüyorlar.",duygusal
Gizli bir şekilde odama geldi.,cinsel
Odam çok kirli ama yardım eden yok.,ihmal
Biri bana dokundu ve çok korktum.,cinsel
Hiçbir şeyi doğru yapamıyorum diyorlar.,duygusal
Odam çok kirli ama yardım eden yok.,ihmal
Annemle birlikte kek yaptık.,normal
Biri bana dokundu ve çok korktum.,cinsel
Korkuyorum çünkü bağırıyorlar.,duygusal
Beni kimse sevmiyor gibi hissediyorum.,duygusal
"Çok üzgünüm, bana kötü sözler söylüyorlar.",duygusal
Birisi bana garip şeyler gösterdi.,cinsel
Yeni kalem kutumu çok sevdim.,normal
Sınıfta biri beni itip yere düşürdü.,fiziksel
Beni sürekli eleştiriyor.,duygusal
Bugün yine beni aşağıladılar.,duygusal
Sınıfta biri beni itip yere düşürdü.,fiziksel
Bana hiç sarılmıyorlar.,ihmal
Bir yetişkin beni sertçe itti.,fiziksel
Kardeşimle lego oynadım.,normal
Oyun oynamak bahanesiyle bana dokundu.,cinsel
Biri bana dokundu ve çok korktum.,cinsel
Bir yetişkin beni sertçe itti.,fiziksel
Birisi bana garip şeyler gösterdi.,cinsel
Birisi bana garip şeyler gösterdi.,cinsel
Kardeşimle lego oynadım.,normal
Öğretmenim bana vurdu.,fiziksel
Bana hiç sarılmıyorlar.,ihmal
"Bütün gün televizyon izledim, kimse benimle konuşmadı.",ihmal
Herkes bana kötü davranıyor.,duygusal
Dizim kanadı çünkü biri beni dövdü.,fiziksel
Bugün bütün gün evde yalnızdım.,ihmal
Kendimi çok değersiz hissediyorum.,duygusal
Beni kimse sevmiyor gibi hissediyorum.,duygusal
Bugün yine beni aşağıladılar.,duygusal
"Çok üzgünüm, bana kötü sözler söylüyorlar.",duygusal
Saçımı çekti ve bağırdı.,fiziksel
Babamla sinemaya gittik.,normal
Vurunca duvara çarptım.,fiziksel
Oyun oynamak bahanesiyle bana dokundu.,cinsel
Korkuyorum çünkü bağırıyorlar.,duygusal
Odam çok kirli ama yardım eden yok.,ihmal
Biri bana dokundu ve çok korktum.,cinsel
Oyun oynamak bahanesiyle bana dokundu.,cinsel
Sınıfta biri beni itip yere düşürdü.,fiziksel
"Çok üzgünüm, bana kötü sözler söylüyorlar.",duygusal
Karnım aç ama evde kimse yok.,ihmal
Beni sürekli eleştiriyor.,duygusal
Odam çok kirli ama yardım eden yok.,ihmal
Herkes bana kötü davranıyor.,duygusal
Herkes bana kötü davranıyor.,duygusal
"Yüzme kursuna gittim, eğlenceliydi.",normal
Beni okuldan almayı unuttular.,ihmal
Bana 'aptal' dedi.,duygusal
Babamla sinemaya gittik.,normal
Karnım çok acıyor çünkü biri bana vurdu.,fiziksel
"Yüzme kursuna gittim, eğlenceliydi.",normal
Yeni kalem kutumu çok sevdim.,normal
Pikniğe gittik ve top oynadık.,normal
"Onunla konuşmamı istemiyorum, kötü hissediyorum.",cinsel
Gizlice fotoğraf çekmeye çalıştı.,cinsel
"Onunla konuşmamı istemiyorum, kötü hissediyorum.",cinsel
Kimse bana yemek yapmadı.,ihmal
Karnım çok acıyor çünkü biri bana vurdu.,fiziksel
Kıyafetimi çıkarmamı istedi.,cinsel
Üşüyorum ama kimse ilgilenmiyor.,ihmal
Kimse bana yemek yapmadı.,ihmal
Hiçbir şeyi doğru yapamıyorum diyorlar.,duygusal
"Yüzme kursuna gittim, eğlenceliydi.",normal
Kardeşimle lego oynadım.,normal
Anneme bir şey söyledim ama bağırdı.,duygusal
Korkuyorum çünkü bağırıyorlar.,duygusal
Babam bana tokat attı.,fiziksel
Annemle birlikte kek yaptık.,normal
Bugün bütün gün evde yalnızdım.,ihmal
Karnım çok acıyor çünkü biri bana vurdu.,fiziksel
"Çok üzgünüm, bana kötü sözler söylüyorlar.",duygusal
Gizli bir şekilde odama geldi.,cinsel
Ağabeyim beni yere itti.,fiziksel
Beni kimse sevmiyor gibi hissediyorum.,duygusal
Biri bana dokundu ve çok korktum.,cinsel
Kendimi çok değersiz hissediyorum.,duygusal
Kardeşimle lego oynadım.,normal
Birisi bana garip şeyler gösterdi.,cinsel
Bana hiç sarılmıyorlar.,ihmal
Biri bana dokundu ve çok korktum.,cinsel
Beni okuldan almayı unuttular.,ihmal
Sınıfta biri beni itip yere düşürdü.,fiziksel
Arkadaşlarımla oyun oynadım.,normal
Kıyafetimi çıkarmamı istedi.,cinsel
Beni kimse sevmiyor gibi hissediyorum.,duygusal
Pikniğe gittik ve top oynadık.,normal
Dizim kanadı çünkü biri beni dövdü.,fiziksel
Korkuyorum çünkü bağırıyorlar.,duygusal
Vurunca duvara çarptım.,fiziksel
Gizlice fotoğraf çekmeye çalıştı.,cinsel
Pikniğe gittik ve top oynadık.,normal
Bir yetişkin beni sertçe itti.,fiziksel
Korkuyorum çünkü bağırıyorlar.,duygusal
Arkadaşlarımla oyun oynadım.,normal
"Okulda resim yaptım, öğretmenim beğendi.",normal
Bana 'aptal' dedi.,duygusal
Bana hiç sarılmıyorlar.,ihmal
Oyun oynamak bahanesiyle bana dokundu.,cinsel
Vurunca duvara çarptım.,fiziksel
"Okulda resim yaptım, öğretmenim beğendi.",normal
Bugün bütün gün evde yalnızdım.,ihmal
"Onunla konuşmamı istemiyorum, kötü hissediyorum.",cinsel
Bir yetişkin beni sertçe itti.,fiziksel
Dizim kanadı çünkü biri beni dövdü.,fiziksel
Beni okuldan almayı unuttular.,ihmal
"Yüzme kursuna gittim, eğlenceliydi.",normal
"Okulda resim yaptım, öğretmenim beğendi.",normal
Herkes bana kötü davranıyor.,duygusal
"Yüzme kursuna gittim, eğlenceliydi.",normal
"Kolum morardı, biri beni sıkıca tuttu.",fiziksel
Biri bana dokundu ve çok korktum.,cinsel
Çok hastaydım ama doktora gitmedik.,ihmal
Beni okuldan almayı unuttular.,ihmal
Korkuyorum çünkü bağırıyorlar.,duygusal
Beni sürekli eleştiriyor.,duygusal
Gizli bir şekilde odama geldi.,cinsel
Bugün yine beni aşağıladılar.,duygusal
Sınıfta biri beni itip yere düşürdü.,fiziksel
Arkadaşlarımla oyun oynadım.,normal
"Yüzme kursuna gittim, eğlenceliydi.",normal
Zorla beni öpmeye çalıştı.,cinsel
Sınıfta biri beni itip yere düşürdü.,fiziksel
Gizli bir şekilde odama geldi.,cinsel
Sınıfta biri beni itip yere düşürdü.,fiziksel
Gizli bir şekilde odama geldi.,cinsel
Karnım aç ama evde kimse yok.,ihmal
Beni kimse sevmiyor gibi hissediyorum.,duygusal
Bana hiç sarılmıyorlar.,ihmal
Biri bana dokundu ve çok korktum.,cinsel
"Bütün gün televizyon izledim, kimse benimle konuşmadı.",ihmal
Annemle birlikte kek yaptık.,normal
Bana hiç sarılmıyorlar.,ihmal
Kitap okudum ve çok sevdim.,normal
Pikniğe gittik ve top oynadık.,normal
Arkadaşlarımla oyun oynadım.,normal
Beni okuldan almayı unuttular.,ihmal
Babamla sinemaya gittik.,normal
Anneme bir şey söyledim ama bağırdı.,duygusal
Beni kimse sevmiyor gibi hissediyorum.,duygusal
Ağabeyim beni yere itti.,fiziksel
Kendimi çok değersiz hissediyorum.,duygusal
Kardeşimle lego oynadım.,normal
"Çok üzgünüm, bana kötü sözler söylüyorlar.",duygusal
Babamla sinemaya gittik.,normal
Yeni kalem kutumu çok sevdim.,normal
Gizli bir şekilde odama geldi.,cinsel
Saçımı çekti ve bağırdı.,fiziksel
Birisi bana garip şeyler gösterdi.,cinsel
"Yüzme kursuna gittim, eğlenceliydi.",normal
Bana hiç sarılmıyorlar.,ihmal
Bana 'aptal' dedi.,duygusal
Herkes bana kötü davranıyor.,duygusal
Ağabeyim beni yere itti.,fiziksel
Saçımı çekti ve bağırdı.,fiziksel
Anneme bir şey söyledim ama bağırdı.,duygusal
"Onunla konuşmamı istemiyorum, kötü hissediyorum.",cinsel
Anneme bir şey söyledim ama bağırdı.,duygusal
Bugün bütün gün evde yalnızdım.,ihmal
Gizli bir şekilde odama geldi.,cinsel
Annemle birlikte kek yaptık.,normal
Korkuyorum çünkü bağırıyorlar.,duygusal
Karnım çok acıyor çünkü biri bana vurdu.,fiziksel
Pikniğe gittik ve top oynadık.,normal
Beni sürekli eleştiriyor.,duygusal
Hiçbir şeyi doğru yapamıyorum diyorlar.,duygusal
Beni rahatsız eden sorular sordu.,cinsel
Beni kimse sevmiyor gibi hissediyorum.,duygusal
Biri bana dokundu ve çok korktum.,cinsel
Hiçbir şeyi doğru yapamıyorum diyorlar.,duygusal
Karnım aç ama evde kimse yok.,ihmal
Bana kötü yerlerinden bahsetti.,cinsel
Dün akşam yatmadan önce kimse iyi geceler demedi.,ihmal
Ağabeyim beni yere itti.,fiziksel
Vurunca duvara çarptım.,fiziksel
Beni sürekli eleştiriyor.,duygusal
Beni okuldan almayı unuttular.,ihmal
Kendimi çok değersiz hissediyorum.,duygusal
Kendimi çok değersiz hissediyorum.,duygusal
"Yüzme kursuna gittim, eğlenceliydi.",normal
Sınıfta biri beni itip yere düşürdü.,fiziksel
"Kolum morardı, biri beni sıkıca tuttu.",fiziksel
Yeni kalem kutumu çok sevdim.,normal
Beni sürekli eleştiriyor.,duygusal
"Çok üzgünüm, bana kötü sözler söylüyorlar.",duygusal
Kendimi çok değersiz hissediyorum.,duygusal
Dizim kanadı çünkü biri beni dövdü.,fiziksel
"Okulda resim yaptım, öğretmenim beğendi.",normal
Dün akşam yatmadan önce kimse iyi geceler demedi.,ihmal
Bugün yine beni aşağıladılar.,duygusal
Beni okuldan almayı unuttular.,ihmal
Annemle birlikte kek yaptık.,normal
Kıyafetimi çıkarmamı istedi.,cinsel
Kıyafetimi çıkarmamı istedi.,cinsel
"Onunla konuşmamı istemiyorum, kötü hissediyorum.",cinsel
Bugün parkta çok eğlendim.,normal
Dizim kanadı çünkü biri beni dövdü.,fiziksel
Sınıfta biri beni itip yere düşürdü.,fiziksel
Bana kötü yerlerinden bahsetti.,cinsel
"Bütün gün televizyon izledim, kimse benimle konuşmadı.",ihmal
Kardeşimle lego oynadım.,normal
Herkes bana kötü davranıyor.,duygusal
Kendimi çok değersiz hissediyorum.,duygusal
Bana hiç sarılmıyorlar.,ihmal
Herkes bana kötü davranıyor.,duygusal
Gizli bir şekilde odama geldi.,cinsel
Arkadaşlarımla oyun oynadım.,normal
Çok hastaydım ama doktora gitmedik.,ihmal
Dizim kanadı çünkü biri beni dövdü.,fiziksel
"Bütün gün televizyon izledim, kimse benimle konuşmadı.",ihmal
Korkuyorum çünkü bağırıyorlar.,duygusal
Çok hastaydım ama doktora gitmedik.,ihmal
Korkuyorum çünkü bağırıyorlar.,duygusal
Öğretmenim bana vurdu.,fiziksel
"Kolum morardı, biri beni sıkıca tuttu.",fiziksel
"Kolum morardı, biri beni sıkıca tuttu.",fiziksel
"Onunla konuşmamı istemiyorum, kötü hissediyorum.",cinsel
Ağabeyim beni yere itti.,fiziksel
Kimse bana yemek yapmadı.,ihmal
Bugün bütün gün evde yalnızdım.,ihmal
Pikniğe gittik ve top oynadık.,normal
Vurunca duvara çarptım.,fiziksel
Bugün bütün gün evde yalnızdım.,ihmal
Bir yetişkin beni sertçe itti.,fiziksel
"Çok üzgünüm, bana kötü sözler söylüyorlar.",duygusal
Beni okuldan almayı unuttular.,ihmal
Birisi bana garip şeyler gösterdi.,cinsel
Sınıfta biri beni itip yere düşürdü.,fiziksel
Öğretmenim bana vurdu.,fiziksel
"Çok üzgünüm, bana kötü sözler söylüyorlar.",duygusal
Bana 'aptal' dedi.,duygusal
Herkes bana kötü davranıyor.,duygusal
"Bütün gün televizyon izledim, kimse benimle konuşmadı.",ihmal
Gizlice fotoğraf çekmeye çalıştı.,cinsel
Dizim kanadı çünkü biri beni dövdü.,fiziksel
Gizli bir şekilde odama geldi.,cinsel
Vurunca duvara çarptım.,fiziksel
Annemle birlikte kek yaptık.,normal
"Çok üzgünüm, bana kötü sözler söylüyorlar.",duygusal
Anneme bir şey söyledim ama bağırdı.,duygusal
Anneme bir şey söyledim ama bağırdı.,duygusal
Gizlice fotoğraf çekmeye çalıştı.,cinsel
Ağabeyim beni yere itti.,fiziksel
Bana 'aptal' dedi.,duygusal
Çok hastaydım ama doktora gitmedik.,ihmal
Kimse bana yemek yapmadı.,ihmal
Pikniğe gittik ve top oynadık.,normal
Vurunca duvara çarptım.,fiziksel
Yeni kalem kutumu çok sevdim.,normal
"Çok üzgünüm, bana kötü sözler söylüyorlar.",duygusal
Anneme bir şey söyledim ama bağırdı.,duygusal
Karnım aç ama evde kimse yok.,ihmal
Gizlice fotoğraf çekmeye çalıştı.,cinsel
Vurunca duvara çarptım.,fiziksel
Kimse bana yemek yapmadı.,ihmal
Yeni kalem kutumu çok sevdim.,normal
Arkadaşlarımla oyun oynadım.,normal
Saçımı çekti ve bağırdı.,fiziksel
Odam çok kirli ama yardım eden yok.,ihmal
Kitap okudum ve çok sevdim.,normal
Yeni kalem kutumu çok sevdim.,normal
Birisi bana garip şeyler gösterdi.,cinsel
Gizli bir şekilde odama geldi.,cinsel
Bugün yine beni aşağıladılar.,duygusal
Beni kimse sevmiyor gibi hissediyorum.,duygusal
Öğretmenim bana vurdu.,fiziksel
"Çok üzgünüm, bana kötü sözler söylüyorlar.",duygusal
Anneme bir şey söyledim ama bağırdı.,duygusal
Karnım çok acıyor çünkü biri bana vurdu.,fiziksel
Bir yetişkin beni sertçe itti.,fiziksel
Kendimi çok değersiz hissediyorum.,duygusal
Yeni kalem kutumu çok sevdim.,normal
Annemle birlikte kek yaptık.,normal
Saçımı çekti ve bağırdı.,fiziksel
"Yüzme kursuna gittim, eğlenceliydi.",normal
Bugün yine beni aşağıladılar.,duygusal
Annemle birlikte kek yaptık.,normal
Üşüyorum ama kimse ilgilenmiyor.,ihmal
Bugün parkta çok eğlendim.,normal
Kitap okudum ve çok sevdim.,normal
Öğretmenim bana vurdu.,fiziksel
Yeni kalem kutumu çok sevdim.,normal
Bana hiç sarılmıyorlar.,ihmal
"Çok üzgünüm, bana kötü sözler söylüyorlar.",duygusal
Sınıfta biri beni itip yere düşürdü.,fiziksel
Bugün parkta çok eğlendim.,normal
Zorla beni öpmeye çalıştı.,cinsel
"Kolum morardı, biri beni sıkıca tuttu.",fiziksel
"Çok üzgünüm, bana kötü sözler söylüyorlar.",duygusal
"Onunla konuşmamı istemiyorum, kötü hissediyorum.",cinsel
Vurunca duvara çarptım.,fiziksel
Bugün yine beni aşağıladılar.,duygusal
Öğretmenim bana vurdu.,fiziksel
Bana hiç sarılmıyorlar.,ihmal
Zorla beni öpmeye çalıştı.,cinsel
Çok hastaydım ama doktora gitmedik.,ihmal
Vurunca duvara çarptım.,fiziksel
Pikniğe gittik ve top oynadık.,normal
Üşüyorum ama kimse ilgilenmiyor.,ihmal
Arkadaşlarımla oyun oynadım.,normal
Bana hiç sarılmıyorlar.,ihmal
Gizlice fotoğraf çekmeye çalıştı.,cinsel
Ağabeyim beni yere itti.,fiziksel
Dün akşam yatmadan önce kimse iyi geceler demedi.,ihmal
Bugün yine beni aşağıladılar.,duygusal
"Bütün gün televizyon izledim, kimse benimle konuşmadı.",ihmal
Bana 'aptal' dedi.,duygusal
Biri bana dokundu ve çok korktum.,cinsel
Öğretmenim bana vurdu.,fiziksel
Beni kimse sevmiyor gibi hissediyorum.,duygusal
Hiçbir şeyi doğru yapamıyorum diyorlar.,duygusal
"Çok üzgünüm, bana kötü sözler söylüyorlar.",duygusal
Gizlice fotoğraf çekmeye çalıştı.,cinsel
Birisi bana garip şeyler gösterdi.,cinsel
Çok hastaydım ama doktora gitmedik.,ihmal
Arkadaşlarımla oyun oynadım.,normal
"Çok üzgünüm, bana kötü sözler söylüyorlar.",duygusal
Bir yetişkin beni sertçe itti.,fiziksel
"Onunla konuşmamı istemiyorum, kötü hissediyorum.",cinsel
Oyun oynamak bahanesiyle bana dokundu.,cinsel
Beni rahatsız eden sorular sordu.,cinsel
Korkuyorum çünkü bağırıyorlar.,duygusal
Vurunca duvara çarptım.,fiziksel
Babamla sinemaya gittik.,normal
Beni okuldan almayı unuttular.,ihmal
Kendimi çok değersiz hissediyorum.,duygusal
Korkuyorum çünkü bağırıyorlar.,duygusal
Vurunca duvara çarptım.,fiziksel
Birisi bana garip şeyler gösterdi.,cinsel
Beni kimse sevmiyor gibi hissediyorum.,duygusal
Kitap okudum ve çok sevdim.,normal
Çok hastaydım ama doktora gitmedik.,ihmal
Korkuyorum çünkü bağırıyorlar.,duygusal
Odam çok kirli ama yardım eden yok.,ihmal
Dün akşam yatmadan önce kimse iyi geceler demedi.,ihmal
Bana hiç sarılmıyorlar.,ihmal
"Kolum morardı, biri beni sıkıca tuttu.",fiziksel
Bugün bütün gün evde yalnızdım.,ihmal
Saçımı çekti ve bağırdı.,fiziksel
Beni kimse sevmiyor gibi hissediyorum.,duygusal
Gizli bir şekilde odama geldi.,cinsel
"Kolum morardı, biri beni sıkıca tuttu.",fiziksel
Kendimi çok değersiz hissediyorum.,duygusal
Sınıfta biri beni itip yere düşürdü.,fiziksel
Kitap okudum ve çok sevdim.,normal
Kimse bana yemek yapmadı.,ihmal
Bugün yine beni aşağıladılar.,duygusal
Bugün yine beni aşağıladılar.,duygusal
Kendimi çok değersiz hissediyorum.,duygusal
Vurunca duvara çarptım.,fiziksel
"Onunla konuşmamı istemiyorum, kötü hissediyorum.",cinsel
Pikniğe gittik ve top oynadık.,normal
Bugün parkta çok eğlendim.,normal
Vurunca duvara çarptım.,fiziksel
Biri bana dokundu ve çok korktum.,cinsel
Kendimi çok değersiz hissediyorum.,duygusal
Dizim kanadı çünkü biri beni dövdü.,fiziksel
"Okulda resim yaptım, öğretmenim beğendi.",normal
Bana kötü yerlerinden bahsetti.,cinsel
"Bütün gün televizyon izledim, kimse benimle konuşmadı.",ihmal
Bugün parkta çok eğlendim.,normal
"Kolum morardı, biri beni sıkıca tuttu.",fiziksel
Gizli bir şekilde odama geldi.,cinsel
Korkuyorum çünkü bağırıyorlar.,duygusal
Beni sürekli eleştiriyor.,duygusal
Arkadaşlarımla oyun oynadım.,normal
Gizlice fotoğraf çekmeye çalıştı.,cinsel
Herkes bana kötü davranıyor.,duygusal
Öğretmenim bana vurdu.,fiziksel
Dün akşam yatmadan önce kimse iyi geceler demedi.,ihmal
Bugün bütün gün evde yalnızdım.,ihmal
Beni sürekli eleştiriyor.,duygusal
Herkes bana kötü davranıyor.,duygusal
Kıyafetimi çıkarmamı istedi.,cinsel
Gizli bir şekilde odama geldi.,cinsel
Babamla sinemaya gittik.,normal
